ratings
"[{'id': 7, 'name': 'Funny', 'count': 19645}, {'id': 1, 'name': 'Beautiful', 'count': 4573}, {'id': 9, 'name': 'Ingenious', 'count': 6073}, {'id': 3, 'name': 'Courageous', 'count': 3253}, {'id': 11, 'name': 'Longwinded', 'count': 387}, {'id': 2, 'name': 'Confusing', 'count': 242}, {'id': 8, 'name': 'Informative', 'count': 7346}, {'id': 22, 'name': 'Fascinating', 'count': 10581}, {'id': 21, 'name': 'Unconvincing', 'count': 300}, {'id': 24, 'name': 'Persuasive', 'count': 10704}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4439}, {'id': 25, 'name': 'OK', 'count': 1174}, {'id': 26, 'name': 'Obnoxious', 'count': 209}, {'id': 10, 'name': 'Inspiring', 'count': 24924}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 70}, {'id': 3, 'name': 'Courageous', 'count': 96}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 9, 'name': 'Ingenious', 'count': 20}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 10, 'name': 'Inspiring', 'count': 201}, {'id': 8, 'name': 'Informative', 'count': 33}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 22, 'name': 'Fascinating', 'count': 41}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 24, 'name': 'Persuasive', 'count': 42}, {'id': 23, 'name': 'Jaw-dropping', 'count': 20}, {'id': 25, 'name': 'OK', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 1}]"
"[{'id': 8, 'name': 'Informative', 'count': 188}, {'id': 3, 'name': 'Courageous', 'count': 86}, {'id': 11, 'name': 'Longwinded', 'count': 9}, {'id': 1, 'name': 'Beautiful', 'count': 16}, {'id': 10, 'name': 'Inspiring', 'count': 240}, {'id': 22, 'name': 'Fascinating', 'count': 83}, {'id': 9, 'name': 'Ingenious', 'count': 57}, {'id': 23, 'name': 'Jaw-dropping', 'count': 70}, {'id': 24, 'name': 'Persuasive', 'count': 111}, {'id': 25, 'name': 'OK', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 3}]"
"[{'id': 9, 'name': 'Ingenious', 'count': 1014}, {'id': 1, 'name': 'Beautiful', 'count': 277}, {'id': 3, 'name': 'Courageous', 'count': 34}, {'id': 11, 'name': 'Longwinded', 'count': 55}, {'id': 7, 'name': 'Funny', 'count': 104}, {'id': 2, 'name': 'Confusing', 'count': 19}, {'id': 21, 'name': 'Unconvincing', 'count': 32}, {'id': 8, 'name': 'Informative', 'count': 461}, {'id': 10, 'name': 'Inspiring', 'count': 471}, {'id': 22, 'name': 'Fascinating', 'count': 919}, {'id': 23, 'name': 'Jaw-dropping', 'count': 4643}, {'id': 24, 'name': 'Persuasive', 'count': 77}, {'id': 26, 'name': 'Obnoxious', 'count': 23}, {'id': 25, 'name': 'OK', 'count': 188}]"
"[{'id': 3, 'name': 'Courageous', 'count': 83}, {'id': 9, 'name': 'Ingenious', 'count': 89}, {'id': 11, 'name': 'Longwinded', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 32}, {'id': 8, 'name': 'Informative', 'count': 104}, {'id': 10, 'name': 'Inspiring', 'count': 216}, {'id': 22, 'name': 'Fascinating', 'count': 67}, {'id': 7, 'name': 'Funny', 'count': 14}, {'id': 21, 'name': 'Unconvincing', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 24, 'name': 'Persuasive', 'count': 49}, {'id': 23, 'name': 'Jaw-dropping', 'count': 29}, {'id': 26, 'name': 'Obnoxious', 'count': 11}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 1671}, {'id': 9, 'name': 'Ingenious', 'count': 190}, {'id': 7, 'name': 'Funny', 'count': 190}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 143}, {'id': 10, 'name': 'Inspiring', 'count': 879}, {'id': 22, 'name': 'Fascinating', 'count': 635}, {'id': 8, 'name': 'Informative', 'count': 22}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 23, 'name': 'Jaw-dropping', 'count': 2280}, {'id': 25, 'name': 'OK', 'count': 95}, {'id': 24, 'name': 'Persuasive', 'count': 41}, {'id': 26, 'name': 'Obnoxious', 'count': 39}, {'id': 21, 'name': 'Unconvincing', 'count': 15}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 1107}, {'id': 3, 'name': 'Courageous', 'count': 85}, {'id': 9, 'name': 'Ingenious', 'count': 197}, {'id': 2, 'name': 'Confusing', 'count': 22}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 10, 'name': 'Inspiring', 'count': 552}, {'id': 22, 'name': 'Fascinating', 'count': 454}, {'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1997}, {'id': 25, 'name': 'OK', 'count': 68}, {'id': 8, 'name': 'Informative', 'count': 32}, {'id': 24, 'name': 'Persuasive', 'count': 22}, {'id': 7, 'name': 'Funny', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 31}]"
"[{'id': 9, 'name': 'Ingenious', 'count': 321}, {'id': 3, 'name': 'Courageous', 'count': 150}, {'id': 1, 'name': 'Beautiful', 'count': 67}, {'id': 8, 'name': 'Informative', 'count': 279}, {'id': 10, 'name': 'Inspiring', 'count': 515}, {'id': 22, 'name': 'Fascinating', 'count': 159}, {'id': 21, 'name': 'Unconvincing', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 21}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 140}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 23, 'name': 'Jaw-dropping', 'count': 63}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 7}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 259}, {'id': 7, 'name': 'Funny', 'count': 49}, {'id': 9, 'name': 'Ingenious', 'count': 185}, {'id': 2, 'name': 'Confusing', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 79}, {'id': 11, 'name': 'Longwinded', 'count': 119}, {'id': 21, 'name': 'Unconvincing', 'count': 113}, {'id': 8, 'name': 'Informative', 'count': 71}, {'id': 10, 'name': 'Inspiring', 'count': 363}, {'id': 22, 'name': 'Fascinating', 'count': 220}, {'id': 23, 'name': 'Jaw-dropping', 'count': 93}, {'id': 26, 'name': 'Obnoxious', 'count': 210}, {'id': 25, 'name': 'OK', 'count': 68}, {'id': 24, 'name': 'Persuasive', 'count': 22}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 104}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 9, 'name': 'Ingenious', 'count': 170}, {'id': 3, 'name': 'Courageous', 'count': 63}, {'id': 8, 'name': 'Informative', 'count': 478}, {'id': 10, 'name': 'Inspiring', 'count': 277}, {'id': 22, 'name': 'Fascinating', 'count': 181}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 24, 'name': 'Persuasive', 'count': 73}, {'id': 25, 'name': 'OK', 'count': 68}, {'id': 26, 'name': 'Obnoxious', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 14}]"
"[{'id': 9, 'name': 'Ingenious', 'count': 117}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 1, 'name': 'Beautiful', 'count': 22}, {'id': 7, 'name': 'Funny', 'count': 12}, {'id': 11, 'name': 'Longwinded', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 320}, {'id': 10, 'name': 'Inspiring', 'count': 258}, {'id': 22, 'name': 'Fascinating', 'count': 111}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 21, 'name': 'Unconvincing', 'count': 26}, {'id': 23, 'name': 'Jaw-dropping', 'count': 26}, {'id': 24, 'name': 'Persuasive', 'count': 120}, {'id': 25, 'name': 'OK', 'count': 69}, {'id': 26, 'name': 'Obnoxious', 'count': 6}]"
"[{'id': 7, 'name': 'Funny', 'count': 2799}, {'id': 9, 'name': 'Ingenious', 'count': 387}, {'id': 3, 'name': 'Courageous', 'count': 75}, {'id': 1, 'name': 'Beautiful', 'count': 74}, {'id': 21, 'name': 'Unconvincing', 'count': 137}, {'id': 2, 'name': 'Confusing', 'count': 203}, {'id': 11, 'name': 'Longwinded', 'count': 266}, {'id': 10, 'name': 'Inspiring', 'count': 196}, {'id': 8, 'name': 'Informative', 'count': 61}, {'id': 22, 'name': 'Fascinating', 'count': 177}, {'id': 23, 'name': 'Jaw-dropping', 'count': 80}, {'id': 26, 'name': 'Obnoxious', 'count': 239}, {'id': 25, 'name': 'OK', 'count': 450}, {'id': 24, 'name': 'Persuasive', 'count': 20}]"
"[{'id': 8, 'name': 'Informative', 'count': 82}, {'id': 7, 'name': 'Funny', 'count': 106}, {'id': 10, 'name': 'Inspiring', 'count': 86}, {'id': 3, 'name': 'Courageous', 'count': 33}, {'id': 1, 'name': 'Beautiful', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 119}, {'id': 21, 'name': 'Unconvincing', 'count': 67}, {'id': 2, 'name': 'Confusing', 'count': 40}, {'id': 22, 'name': 'Fascinating', 'count': 34}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 25, 'name': 'OK', 'count': 87}, {'id': 24, 'name': 'Persuasive', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 41}, {'id': 23, 'name': 'Jaw-dropping', 'count': 3}]"
"[{'id': 7, 'name': 'Funny', 'count': 780}, {'id': 3, 'name': 'Courageous', 'count': 177}, {'id': 1, 'name': 'Beautiful', 'count': 864}, {'id': 9, 'name': 'Ingenious', 'count': 345}, {'id': 21, 'name': 'Unconvincing', 'count': 249}, {'id': 8, 'name': 'Informative', 'count': 2591}, {'id': 10, 'name': 'Inspiring', 'count': 1083}, {'id': 22, 'name': 'Fascinating', 'count': 2106}, {'id': 11, 'name': 'Longwinded', 'count': 245}, {'id': 2, 'name': 'Confusing', 'count': 115}, {'id': 24, 'name': 'Persuasive', 'count': 1513}, {'id': 25, 'name': 'OK', 'count': 394}, {'id': 23, 'name': 'Jaw-dropping', 'count': 207}, {'id': 26, 'name': 'Obnoxious', 'count': 111}]"
"[{'id': 3, 'name': 'Courageous', 'count': 654}, {'id': 8, 'name': 'Informative', 'count': 154}, {'id': 7, 'name': 'Funny', 'count': 109}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 9, 'name': 'Ingenious', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 342}, {'id': 2, 'name': 'Confusing', 'count': 13}, {'id': 10, 'name': 'Inspiring', 'count': 789}, {'id': 22, 'name': 'Fascinating', 'count': 144}, {'id': 24, 'name': 'Persuasive', 'count': 97}, {'id': 23, 'name': 'Jaw-dropping', 'count': 97}, {'id': 25, 'name': 'OK', 'count': 26}, {'id': 26, 'name': 'Obnoxious', 'count': 43}]"
"[{'id': 9, 'name': 'Ingenious', 'count': 269}, {'id': 3, 'name': 'Courageous', 'count': 92}, {'id': 7, 'name': 'Funny', 'count': 131}, {'id': 2, 'name': 'Confusing', 'count': 42}, {'id': 1, 'name': 'Beautiful', 'count': 91}, {'id': 8, 'name': 'Informative', 'count': 446}, {'id': 10, 'name': 'Inspiring', 'count': 397}, {'id': 22, 'name': 'Fascinating', 'count': 515}, {'id': 11, 'name': 'Longwinded', 'count': 45}, {'id': 21, 'name': 'Unconvincing', 'count': 49}, {'id': 24, 'name': 'Persuasive', 'count': 1234}, {'id': 25, 'name': 'OK', 'count': 73}, {'id': 23, 'name': 'Jaw-dropping', 'count': 139}, {'id': 26, 'name': 'Obnoxious', 'count': 21}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 333}, {'id': 3, 'name': 'Courageous', 'count': 112}, {'id': 7, 'name': 'Funny', 'count': 127}, {'id': 9, 'name': 'Ingenious', 'count': 417}, {'id': 2, 'name': 'Confusing', 'count': 42}, {'id': 11, 'name': 'Longwinded', 'count': 91}, {'id': 8, 'name': 'Informative', 'count': 653}, {'id': 10, 'name': 'Inspiring', 'count': 674}, {'id': 22, 'name': 'Fascinating', 'count': 1281}, {'id': 23, 'name': 'Jaw-dropping', 'count': 324}, {'id': 21, 'name': 'Unconvincing', 'count': 41}, {'id': 24, 'name': 'Persuasive', 'count': 367}, {'id': 25, 'name': 'OK', 'count': 93}, {'id': 26, 'name': 'Obnoxious', 'count': 39}]"
"[{'id': 7, 'name': 'Funny', 'count': 485}, {'id': 10, 'name': 'Inspiring', 'count': 43}, {'id': 21, 'name': 'Unconvincing', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 35}, {'id': 9, 'name': 'Ingenious', 'count': 175}, {'id': 1, 'name': 'Beautiful', 'count': 12}, {'id': 8, 'name': 'Informative', 'count': 532}, {'id': 3, 'name': 'Courageous', 'count': 93}, {'id': 22, 'name': 'Fascinating', 'count': 404}, {'id': 25, 'name': 'OK', 'count': 44}, {'id': 23, 'name': 'Jaw-dropping', 'count': 61}, {'id': 24, 'name': 'Persuasive', 'count': 109}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 17}]"
"[{'id': 7, 'name': 'Funny', 'count': 1668}, {'id': 9, 'name': 'Ingenious', 'count': 1127}, {'id': 1, 'name': 'Beautiful', 'count': 333}, {'id': 11, 'name': 'Longwinded', 'count': 190}, {'id': 2, 'name': 'Confusing', 'count': 80}, {'id': 3, 'name': 'Courageous', 'count': 87}, {'id': 21, 'name': 'Unconvincing', 'count': 115}, {'id': 8, 'name': 'Informative', 'count': 2004}, {'id': 10, 'name': 'Inspiring', 'count': 1276}, {'id': 22, 'name': 'Fascinating', 'count': 2082}, {'id': 24, 'name': 'Persuasive', 'count': 1014}, {'id': 23, 'name': 'Jaw-dropping', 'count': 290}, {'id': 25, 'name': 'OK', 'count': 361}, {'id': 26, 'name': 'Obnoxious', 'count': 51}]"
"[{'id': 7, 'name': 'Funny', 'count': 1728}, {'id': 9, 'name': 'Ingenious', 'count': 1166}, {'id': 2, 'name': 'Confusing', 'count': 241}, {'id': 1, 'name': 'Beautiful', 'count': 444}, {'id': 21, 'name': 'Unconvincing', 'count': 174}, {'id': 11, 'name': 'Longwinded', 'count': 169}, {'id': 3, 'name': 'Courageous', 'count': 248}, {'id': 8, 'name': 'Informative', 'count': 3899}, {'id': 10, 'name': 'Inspiring', 'count': 3554}, {'id': 22, 'name': 'Fascinating', 'count': 4303}, {'id': 24, 'name': 'Persuasive', 'count': 2355}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1047}, {'id': 25, 'name': 'OK', 'count': 439}, {'id': 26, 'name': 'Obnoxious', 'count': 67}]"
"[{'id': 7, 'name': 'Funny', 'count': 1526}, {'id': 11, 'name': 'Longwinded', 'count': 178}, {'id': 9, 'name': 'Ingenious', 'count': 1201}, {'id': 3, 'name': 'Courageous', 'count': 400}, {'id': 1, 'name': 'Beautiful', 'count': 277}, {'id': 8, 'name': 'Informative', 'count': 2532}, {'id': 10, 'name': 'Inspiring', 'count': 2427}, {'id': 22, 'name': 'Fascinating', 'count': 2491}, {'id': 21, 'name': 'Unconvincing', 'count': 324}, {'id': 2, 'name': 'Confusing', 'count': 54}, {'id': 24, 'name': 'Persuasive', 'count': 2478}, {'id': 23, 'name': 'Jaw-dropping', 'count': 521}, {'id': 25, 'name': 'OK', 'count': 421}, {'id': 26, 'name': 'Obnoxious', 'count': 115}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 68}, {'id': 3, 'name': 'Courageous', 'count': 171}, {'id': 9, 'name': 'Ingenious', 'count': 279}, {'id': 8, 'name': 'Informative', 'count': 277}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 11, 'name': 'Longwinded', 'count': 84}, {'id': 10, 'name': 'Inspiring', 'count': 377}, {'id': 22, 'name': 'Fascinating', 'count': 356}, {'id': 2, 'name': 'Confusing', 'count': 30}, {'id': 26, 'name': 'Obnoxious', 'count': 58}, {'id': 24, 'name': 'Persuasive', 'count': 93}, {'id': 23, 'name': 'Jaw-dropping', 'count': 152}, {'id': 25, 'name': 'OK', 'count': 75}, {'id': 7, 'name': 'Funny', 'count': 13}]"
"[{'id': 21, 'name': 'Unconvincing', 'count': 309}, {'id': 7, 'name': 'Funny', 'count': 215}, {'id': 3, 'name': 'Courageous', 'count': 350}, {'id': 11, 'name': 'Longwinded', 'count': 215}, {'id': 2, 'name': 'Confusing', 'count': 206}, {'id': 9, 'name': 'Ingenious', 'count': 297}, {'id': 1, 'name': 'Beautiful', 'count': 65}, {'id': 8, 'name': 'Informative', 'count': 536}, {'id': 10, 'name': 'Inspiring', 'count': 518}, {'id': 22, 'name': 'Fascinating', 'count': 812}, {'id': 24, 'name': 'Persuasive', 'count': 1359}, {'id': 25, 'name': 'OK', 'count': 145}, {'id': 23, 'name': 'Jaw-dropping', 'count': 337}, {'id': 26, 'name': 'Obnoxious', 'count': 120}]"
"[{'id': 9, 'name': 'Ingenious', 'count': 112}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 16}, {'id': 10, 'name': 'Inspiring', 'count': 164}, {'id': 8, 'name': 'Informative', 'count': 153}, {'id': 22, 'name': 'Fascinating', 'count': 61}, {'id': 3, 'name': 'Courageous', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 66}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 1, 'name': 'Beautiful', 'count': 6}, {'id': 23, 'name': 'Jaw-dropping', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 1}]"
"[{'id': 1, 'name': 'Beautiful', 'count': 60}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 16}, {'id': 9, 'name': 'Ingenious', 'count': 30}, {'id': 8, 'name': 'Informative', 'count': 138}, {'id': 10, 'name': 'Inspiring', 'count': 260}, {'id': 22, 'name': 'Fascinating', 'count': 62}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 24, 'name': 'Persuasive', 'count': 92}, {'id': 23, 'name': 'Jaw-dropping', 'count': 6}, {'id': 25, 'name': 'OK', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]"
